longname,hashname
2.7.7.50: mRNA guanylyltransferase,ggFznLmrQSZz
7.3.2.5: NO_NAME,DUlvCzdMBXBF
1.14.13.114: 6-hydroxynicotinate 3-monooxygenase,aKZwitukUuiM
3.1.2.4: 3-hydroxyisobutyryl-CoA hydrolase,LoAxZZlmDwsG
3.1.1.53: Sialate O-acetylesterase,HPrzJxKyYebM
1.14.99.29: Deoxyhypusine monooxygenase,YbFhbUKtbsqZ
3.5.1.94: Gamma-glutamyl-gamma-aminobutyrate hydrolase,jyhHiyxpxHdj
2.8.3.9: Butyrate--acetoacetate CoA-transferase,VyiewpOUhdrF
1.2.1.12: Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),oNsUyoIXcPwT
3.5.3.7: Guanidinobutyrase,xAoqFMqclDLK
1.21.4.1: D-proline reductase (dithiol),fdctFOPOvdeQ
"2.7.7.67: CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase",nOUZLosrlFcd
4.2.1.151: Chorismate dehydratase,wPmbpcQLSjAM
2.8.3.6: 3-oxoadipate CoA-transferase,mrPvMAcDWare
3.1.1.1: Carboxylesterase,VAFOYEojgoLy
3.1.1.24: 3-oxoadipate enol-lactonase,NKziRGADOIUt
4.2.1.91: Arogenate dehydratase,giaiYVbxRMQL
3.8.1.5: Haloalkane dehalogenase,NUTTZfMRKDOG
3.4.21.72: IgA-specific serine endopeptidase,NuWIfyrFtbgk
2.7.1.71: Shikimate kinase,CkScoEmBHkGG
1.11.1.10: Chloride peroxidase,hTqPztRAHBQQ
1.5.1.36: Flavin reductase (NADH),BrDGhmVWcIGe
3.5.3.9: Allantoate deiminase,boYxrSpNJydb
3.6.3.43: Peptide-transporting ATPase,QnPyOkxrAJaD
3.1.3.1: Alkaline phosphatase,RPyPaAQUDgNC
1.13.12.4: Lactate 2-monooxygenase,BdTKBaVMQacT
2.7.1.192: NO_NAME,riDwkXPxNvcA
2.1.1.184: 23S rRNA (adenine(2085)-N(6))-dimethyltransferase,ZxycdzfOEkxi
4.3.1.6: Beta-alanyl-CoA ammonia-lyase,BobwfaeSsBRU
7.1.1.7: NO_NAME,zNNxqzbSlCrU
2.8.1.1: Thiosulfate sulfurtransferase,xyQRjgQZHWCO
3.5.1.82: N-acyl-D-glutamate deacylase,GtghJpOiQfro
1.2.5.2: Aldehyde dehydrogenase (quinone),qSZabyTqMQXW
"1.14.13.149: Phenylacetyl-CoA 1,2-epoxidase",BDOZPvpxlaeZ
5.1.2.2: Mandelate racemase,wDsLJfbzsFFm
2.7.1.7: Mannokinase,VOVhViZRsWpc
4.1.1.81: Threonine-phosphate decarboxylase,jIXhpYDdXjIG
3.5.4.13: dCTP deaminase,NgupcVNPmJVV
"2.4.1.157: 1,2-diacylglycerol 3-glucosyltransferase",WnmJuTPnQsNF
1.1.1.329: 2-deoxy-scyllo-inosamine dehydrogenase,MSEZEiBuEKmA
4.3.2.10: NO_NAME,EhOmxovwtXJj
1.14.14.18: NO_NAME,hrJCqvAiWjQW
1.2.1.68: Coniferyl-aldehyde dehydrogenase,RCoxysSrHCdH
2.7.1.189: Autoinducer-2 kinase,FWdBmFzRTfqK
3.5.1.106: N-formylmaleamate deformylase,EBMQjgrOVjUz
3.4.11.10: Bacterial leucyl aminopeptidase,DxkDTppPaYiK
3.1.6.6: Choline-sulfatase,ogpCaKSyGZvy
1.2.99.2: Carbon-monoxide dehydrogenase (acceptor),aWomSOzdjDvw
1.1.1.157: 3-hydroxybutyryl-CoA dehydrogenase,SKpcHezYIgBh
1.11.1.21: Catalase peroxidase,zlsSdaVPDxrv
1.1.1.154: Ureidoglycolate dehydrogenase,cogXpqkwloCS
2.1.1.216: tRNA (guanine(26)-N(2))-dimethyltransferase,fTXyoRcuNCda
1.1.1.339: dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(+)),QEJimfrJQVrL
UNMAPPED,TbAgloQjkSXn
3.1.1.10: Tropinesterase,YmRVOJfsAHjU
"2.3.1.210: dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase",vPdcfnoFHjCQ
1.1.1.25: Shikimate dehydrogenase,NAJSqKztDSHE
3.4.21.96: Lactocepin,xxSmONRyOfPw
1.1.1.136: UDP-N-acetylglucosamine 6-dehydrogenase,NhlSPvjCMbWl
7.3.2.2: NO_NAME,mfupGYbvJbUW
3.2.1.85: 6-phospho-beta-galactosidase,HJJiKTjIdtSf
4.1.3.40: Chorismate lyase,ALFOuxlkhRYm
1.1.1.107: Pyridoxal 4-dehydrogenase,kibGPgtnUUGu
"3.1.3.83: D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase",RaImuGPmMDmD
2.4.2.31: NAD(+)--protein-arginine ADP-ribosyltransferase,VdcNrcCYhlxs
1.1.1.271: GDP-L-fucose synthase,vrKeKZElkZtx
1.3.1.1: Dihydrouracil dehydrogenase (NAD(+)),JlxSpzlBlMlr
2.1.1.86: Tetrahydromethanopterin S-methyltransferase,DMmXqsTabFAV
2.6.1.50: Glutamine--scyllo-inositol transaminase,JxcXdtqdqPzT
2.7.1.207: NO_NAME,BrqpyXiQWbDi
2.4.1.1: Glycogen phosphorylase,nAgyZVfQGuSn
4.2.1.10: 3-dehydroquinate dehydratase,CTXUgDRfUZyt
4.1.1.8: Oxalyl-CoA decarboxylase,XPSJVdMdJvhW
4.2.1.126: N-acetylmuramic acid 6-phosphate etherase,FjIttxQasTKR
2.1.1.151: Cobalt-factor II C(20)-methyltransferase,VgmKbTgWPvym
1.1.1.50: 3-alpha-hydroxysteroid 3-dehydrogenase (Si-specific),wIwyQRQaMbYY
2.7.6.5: GTP diphosphokinase,QQsTWoSfamkK
2.7.7.56: tRNA nucleotidyltransferase,ufwIJMrnzPja
5.3.3.1: Steroid Delta-isomerase,nuLwiJNXFfQs
1.1.1.140: Sorbitol-6-phosphate 2-dehydrogenase,IDNBzaRZprlB
"1.14.13.107: Limonene 1,2-monooxygenase",wOuKZkkeTbbv
4.99.1.12: NO_NAME,fIRFAxMZITCn
2.4.2.53: Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,uDTJkdndGhbv
4.3.1.4: Formimidoyltetrahydrofolate cyclodeaminase,GpAGdPynOlKM
3.2.1.25: Beta-mannosidase,bUluguDOsvni
"5.5.1.2: 3-carboxy-cis,cis-muconate cycloisomerase",TZTbaZecMJHL
4.1.1.19: Arginine decarboxylase,GubUBWDazEUp
3.5.1.3: Omega-amidase,PtMBfqxdYWRu
5.3.1.31: Sulfoquinovose isomerase,UYMHaberCRFK
1.17.1.8: 4-hydroxy-tetrahydrodipicolinate reductase,xcWbhlcIRsoQ
"3.2.1.93: Alpha,alpha-phosphotrehalase",yWAYBCCEoknA
3.2.1.26: Beta-fructofuranosidase,nPpCSKTeVsBR
1.1.1.282: Quinate/shikimate dehydrogenase,nbKXsceRJZSv
4.1.3.44: tRNA 4-demethylwyosine synthase (AdoMet-dependent),kFTLGphSyEgW
1.17.7.4: NO_NAME,GASdKBzjHzjk
3.5.4.5: Cytidine deaminase,BQcuJwJPopRN
3.4.24.55: Pitrilysin,uQUpmFtxBJTh
4.99.1.3: Sirohydrochlorin cobaltochelatase,XkZazCQqFZaA
1.2.2.1: Formate dehydrogenase (cytochrome),nfknhIUqxWAB
3.4.11.23: PepB aminopeptidase,aHQgCGeLUYOZ
3.4.24.89: Pro-Pro endopeptidase,JpYuuJtiMRbp
"3.1.1.65: L-rhamnono-1,4-lactonase",YzSKDeWvrhtH
1.1.1.85: 3-isopropylmalate dehydrogenase,DYPCksCzxuBg
2.4.2.19: Nicotinate-nucleotide diphosphorylase (carboxylating),zaMUarpDmlYH
2.7.1.107: Diacylglycerol kinase (ATP),uQOKIyCDCubu
4.1.1.9: Malonyl-CoA decarboxylase,ACxvZkISdTiz
3.5.1.107: Maleamate amidohydrolase,rkiffrzbGBCf
1.2.1.20: Glutarate-semialdehyde dehydrogenase,hVVmHSRdkfge
1.1.1.2: Alcohol dehydrogenase (NADP(+)),yyuzYvZhcOnw
2.8.4.4: [Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase,lUNKebmMzaes
2.4.1.226: N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase,ZXCfGQdKKfOu
3.2.1.14: Chitinase,phiwuJKGgnKU
2.7.2.11: Glutamate 5-kinase,DVomtACSQqmn
1.18.6.1: Nitrogenase,PhgDsYAQtTLA
6.3.1.1: Aspartate--ammonia ligase,EcxrfyTGxiqP
1.14.13.24: 3-hydroxybenzoate 6-monooxygenase,TntbLDEADjjf
1.1.1.39: Malate dehydrogenase (decarboxylating),zSWQDoilXXvk
2.7.1.1: Hexokinase,WruQYZZmgUuP
3.2.2.16: Methylthioadenosine nucleosidase,uLIRqMmFFMag
2.5.1.75: tRNA dimethylallyltransferase,bGMtGbeTpPxu
3.5.4.27: Methenyltetrahydromethanopterin cyclohydrolase,igDLkIsqhOzV
3.2.1.15: Polygalacturonase,XUopbjicyXPB
2.9.1.1: L-seryl-tRNA(Sec) selenium transferase,gQpnamXUAcJM
3.2.1.65: Levanase,UmCGPaOqJCdk
4.1.1.112: NO_NAME,WWqcWOymUxwc
1.1.99.3: Gluconate 2-dehydrogenase (acceptor),zqGtmvlNDmPW
4.2.2.17: Inulin fructotransferase (DFA-I-forming),NfKcWXDNQLxf
1.16.3.1: Ferroxidase,GctXOVvZdBLz
1.1.1.34: Hydroxymethylglutaryl-CoA reductase (NADPH),KVldznGFOkKB
4.2.2.2: Pectate lyase,LLKavtnVuPCJ
2.6.1.36: L-lysine 6-transaminase,LTvYrOiXSBJr
2.3.1.182: (R)-citramalate synthase,LUbGocoeQCfx
2.4.1.291: 4-alpha-N-acetylgalactosaminyltransferase,DIfyrtNtLBtY
3.6.1.55: 8-oxo-dGTP diphosphatase,mxMmqAcpOAQV
4.4.1.2: Homocysteine desulfhydrase,QMXsdTgedeWn
1.3.5.3: Protoporphyrinogen IX dehydrogenase (menaquinone),SjTElIJbIezh
4.1.1.17: Ornithine decarboxylase,greVbeOCpYha
7.5.2.6: NO_NAME,EaZGwkCGcFXu
3.5.4.39: GTP cyclohydrolase IV,EudwQwBNDYGv
5.4.4.2: Isochorismate synthase,GVsNGDAguBNl
2.1.1.196: Cobalt-precorrin-6B (C(15))-methyltransferase (decarboxylating),lCSEYTvlEkyr
5.4.99.16: Maltose alpha-D-glucosyltransferase,tOewqjzKIZit
1.1.1.355: 2'-dehydrokanamycin reductase,ooudqlbwMcab
2.4.1.12: Cellulose synthase (UDP-forming),jyoMihrlnQoI
1.3.5.1: Succinate dehydrogenase (quinone),ZMgPjLgcYxnA
2.1.1.195: Cobalt-precorrin-5B (C(1))-methyltransferase,wvdGMueUSpJr
3.1.21.2: Deoxyribonuclease IV,QegEkKHmNfLg
3.2.2.23: DNA-formamidopyrimidine glycosylase,mQFoDxAvLgOM
7.1.2.2: NO_NAME,ooYZUxjIHNHu
1.2.7.5: Aldehyde ferredoxin oxidoreductase,SZAVGXzzcKYx
2.3.2.2: Gamma-glutamyltransferase,enPKRcXahATT
4.1.3.16: 4-hydroxy-2-oxoglutarate aldolase,xnxEyhmxCOso
"3.2.1.78: Mannan endo-1,4-beta-mannosidase",seSrHSrUMaIu
1.7.1.1: Nitrate reductase (NADH),IwRXSGzpitfz
6.1.1.17: Glutamate--tRNA ligase,SPZyYNWTtDlq
6.1.1.13: D-alanine--poly(phosphoribitol) ligase,uxSQeeIIdlzg
3.5.1.108: UDP-3-O-acyl-N-acetylglucosamine deacetylase,KYMlUbWgmTWo
2.1.1.226: 23S rRNA (cytidine(1920)-2'-O)-methyltransferase,uPCMjiYqjqDd
2.4.1.301: 2'-deamino-2'-hydroxyneamine 1-alpha-D-kanosaminyltransferase,kXoPxOFnuFpd
7.3.2.1: NO_NAME,oTvsoUvGfKgu
2.4.1.278: 3-alpha-mycarosylerythronolide B desosaminyl transferase,MHpwSioAMnGF
1.7.5.2: Nitric oxide reductase (menaquinol),MNiLwYedMNCG
2.7.1.58: 2-dehydro-3-deoxygalactonokinase,MoogvLcrkukp
3.1.4.12: Sphingomyelin phosphodiesterase,ubQvigSMxMvX
1.9.3.1: Cytochrome-c oxidase,TtNCqXzdQuAr
1.1.99.28: Glucose-fructose oxidoreductase,SyhyiXZVjqJT
5.3.4.1: Protein disulfide-isomerase,OSGIqGtFqfWv
"2.4.1.320: 1,4-beta-mannosyl-N-acetylglucosamine phosphorylase",SZDhsgUFfAgi
3.1.21.7: Deoxyribonuclease V,ETVdcFekEhZS
2.7.7.73: Sulfur carrier protein ThiS adenylyltransferase,iYmHSjGuWEBF
2.3.1.242: Kdo(2)-lipid IV(A) palmitoleoyltransferase,buDYFQVGwQFL
1.14.12.17: Nitric oxide dioxygenase,GCnNbJIxeNQC
3.4.11.2: Membrane alanyl aminopeptidase,SObFSymkLmZK
1.4.1.14: Glutamate synthase (NADH),HkVgvJXETOFt
"3.6.1.57: UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase",NfsyYGLyvWeb
4.1.1.88: Biotin-independent malonate decarboxylase,SLofAEENmKjA
1.3.7.1: 6-hydroxynicotinate reductase,bzryHzuEUHCo
1.17.7.3: (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin),yRlPvESQzvTB
2.4.2.18: Anthranilate phosphoribosyltransferase,izqZIsRJqhJn
1.1.5.12: NO_NAME,EyYougZRsrKB
"1.13.11.74: 2-aminophenol 1,6-dioxygenase",ddGTKaGiWcNV
"5.3.3.17: Trans-2,3-dihydro-3-hydroxyanthranilate isomerase",mqPdbayuLEal
1.1.1.18: Inositol 2-dehydrogenase,ZIgaGSTwQbCK
